marca,tienda,precio,ram_gb,almacenamiento_gb,features,scaledFeatures,prediction
0,8,2012990.0,32,1024.0,"[2012990.0,32.0,1024.0]","[3.1652660838389544,2.5461588132514037,2.823653486792474]",1
0,8,2178990.0,32,1024.0,"[2178990.0,32.0,1024.0]","[3.4262878325397756,2.5461588132514037,2.823653486792474]",1
0,8,2206990.0,32,1024.0,"[2206990.0,32.0,1024.0]","[3.4703155973808784,2.5461588132514037,2.823653486792474]",1
0,8,2272990.0,32,512.0,"[2272990.0,32.0,512.0]","[3.574095328792048,2.5461588132514037,1.411826743396237]",1
3,8,2369990.0,32,1024.0,"[2369990.0,32.0,1024.0]","[3.72662008556301,2.5461588132514037,2.823653486792474]",1
0,8,2537990.0,32,1024.0,"[2537990.0,32.0,1024.0]","[3.9907866746096246,2.5461588132514037,2.823653486792474]",1
1,0,1799990.0,32,1024.0,"[1799990.0,32.0,1024.0]","[2.830340587011997,2.5461588132514037,2.823653486792474]",1
1,0,1999990.0,32,512.0,"[1999990.0,32.0,512.0]","[3.1448246215912996,2.5461588132514037,1.411826743396237]",1
4,0,899990.0,16,512.0,"[899990.0,16.0,512.0]","[1.4151624314051339,1.2730794066257018,1.411826743396237]",0
3,0,989990.0,32,1024.0,"[989990.0,32.0,1024.0]","[1.5566802469658203,2.5461588132514037,2.823653486792474]",1
0,18,269990.0,8,256.0,"[269990.0,8.0,256.0]","[0.4245377224803299,0.6365397033128509,0.7059133716981185]",0
3,18,274990.0,8,256.0,"[274990.0,8.0,256.0]","[0.4323998233448125,0.6365397033128509,0.7059133716981185]",0
3,18,289990.0,16,256.0,"[289990.0,16.0,256.0]","[0.4559861259382602,1.2730794066257018,0.7059133716981185]",0
3,18,329990.0,8,512.0,"[329990.0,8.0,512.0]","[0.5188829328541208,0.6365397033128509,1.411826743396237]",0
3,18,349990.0,16,512.0,"[349990.0,16.0,512.0]","[0.5503313363120511,1.2730794066257018,1.411826743396237]",0
0,18,379990.0,8,256.0,"[379990.0,8.0,256.0]","[0.5975039414989465,0.6365397033128509,0.7059133716981185]",0
1,18,389990.0,8,256.0,"[389990.0,8.0,256.0]","[0.6132281432279116,0.6365397033128509,0.7059133716981185]",0
2,18,393990.0,8,256.0,"[393990.0,8.0,256.0]","[0.6195178239194977,0.6365397033128509,0.7059133716981185]",0
1,18,394990.0,8,256.0,"[394990.0,8.0,256.0]","[0.6210902440923942,0.6365397033128509,0.7059133716981185]",0
0,18,399990.0,8,512.0,"[399990.0,8.0,512.0]","[0.6289523449568768,0.6365397033128509,1.411826743396237]",0
0,18,409990.0,8,512.0,"[409990.0,8.0,512.0]","[0.644676546685842,0.6365397033128509,1.411826743396237]",0
3,18,415990.0,8,512.0,"[415990.0,8.0,512.0]","[0.654111067723221,0.6365397033128509,1.411826743396237]",0
0,18,419990.0,8,512.0,"[419990.0,8.0,512.0]","[0.6604007484148071,0.6365397033128509,1.411826743396237]",0
1,18,429990.0,8,512.0,"[429990.0,8.0,512.0]","[0.6761249501437722,0.6365397033128509,1.411826743396237]",0
1,18,429990.0,8,512.0,"[429990.0,8.0,512.0]","[0.6761249501437722,0.6365397033128509,1.411826743396237]",0
2,18,429990.0,8,512.0,"[429990.0,8.0,512.0]","[0.6761249501437722,0.6365397033128509,1.411826743396237]",0
0,18,429990.0,8,512.0,"[429990.0,8.0,512.0]","[0.6761249501437722,0.6365397033128509,1.411826743396237]",0
0,18,439990.0,8,256.0,"[439990.0,8.0,256.0]","[0.6918491518727373,0.6365397033128509,0.7059133716981185]",0
0,18,469990.0,8,512.0,"[469990.0,8.0,512.0]","[0.7390217570596328,0.6365397033128509,1.411826743396237]",0
4,0,3292990.0,36,1024.0,"[3292990.0,36.0,1024.0]","[5.177963905146493,2.864428664907829,2.823653486792474]",1
4,0,1902990.0,24,512.0,"[1902990.0,24.0,512.0]","[2.992299864820338,1.9096191099385527,1.411826743396237]",1
1,23,1089990.0,16,512.0,"[1089990.0,16.0,512.0]","[1.7139222642554717,1.2730794066257018,1.411826743396237]",0
3,23,1015990.0,16,512.0,"[1015990.0,16.0,512.0]","[1.5975631714611296,1.2730794066257018,1.411826743396237]",0
2,23,889990.0,16,512.0,"[889990.0,16.0,512.0]","[1.399438229676169,1.2730794066257018,1.411826743396237]",0
2,23,871990.0,16,512.0,"[871990.0,16.0,512.0]","[1.3711346665640316,1.2730794066257018,1.411826743396237]",0
2,23,839990.0,16,512.0,"[839990.0,16.0,512.0]","[1.3208172210313431,1.2730794066257018,1.411826743396237]",0
3,23,795990.0,8,512.0,"[795990.0,8.0,512.0]","[1.2516307334238965,0.6365397033128509,1.411826743396237]",0
0,23,745990.0,16,512.0,"[745990.0,16.0,512.0]","[1.1730097247790707,1.2730794066257018,1.411826743396237]",0
8,23,697990.0,16,512.0,"[697990.0,16.0,512.0]","[1.0975335564800381,1.2730794066257018,1.411826743396237]",0
0,23,579990.0,8,512.0,"[579990.0,8.0,512.0]","[0.9119879760782493,0.6365397033128509,1.411826743396237]",0
2,21,888362.0,16,512.0,"[888362.0,16.0,512.0]","[1.3968783296346934,1.2730794066257018,1.411826743396237]",0
0,22,385478.0,8,512.0,"[385478.0,8.0,512.0]","[0.6061333834078025,0.6365397033128509,1.411826743396237]",0
2,22,614495.0,8,512.0,"[614495.0,8.0,512.0]","[0.9662443341440436,0.6365397033128509,1.411826743396237]",0
0,22,426063.0,8,256.0,"[426063.0,8.0,256.0]","[0.6699500561248076,0.6365397033128509,0.7059133716981185]",0
3,22,1152216.0,16,512.0,"[1152216.0,16.0,512.0]","[1.8117676819341302,1.2730794066257018,1.411826743396237]",0
1,25,1789990.0,32,1024.0,"[1789990.0,32.0,1024.0]","[2.8146163852830317,2.5461588132514037,2.823653486792474]",1
1,25,2579990.0,16,1024.0,"[2579990.0,16.0,1024.0]","[4.056828321871278,1.2730794066257018,2.823653486792474]",1
0,25,1965990.0,32,1024.0,"[1965990.0,32.0,1024.0]","[3.091362335712818,2.5461588132514037,2.823653486792474]",1
0,25,1954990.0,32,1024.0,"[1954990.0,32.0,1024.0]","[3.0740657138109566,2.5461588132514037,2.823653486792474]",1
0,25,2549990.0,32,512.0,"[2549990.0,32.0,512.0]","[4.0096557166843825,2.5461588132514037,1.411826743396237]",1
1,5,1099990.0,16,512.0,"[1099990.0,16.0,512.0]","[1.7296464659844368,1.2730794066257018,1.411826743396237]",0
1,5,1599990.0,16,512.0,"[1599990.0,16.0,512.0]","[2.515856552432694,1.2730794066257018,1.411826743396237]",0
1,5,599990.0,8,512.0,"[599990.0,8.0,512.0]","[0.9434363795361796,0.6365397033128509,1.411826743396237]",0
2,5,579990.0,8,256.0,"[579990.0,8.0,256.0]","[0.9119879760782493,0.6365397033128509,0.7059133716981185]",0
1,5,1999990.0,32,512.0,"[1999990.0,32.0,512.0]","[3.1448246215912996,2.5461588132514037,1.411826743396237]",1
1,5,999990.0,8,256.0,"[999990.0,8.0,256.0]","[1.5724044486947855,0.6365397033128509,0.7059133716981185]",0
1,5,1699990.0,8,512.0,"[1699990.0,8.0,512.0]","[2.6730985697223453,0.6365397033128509,1.411826743396237]",0
1,5,1949990.0,16,1024.0,"[1949990.0,16.0,1024.0]","[3.0662036129464743,1.2730794066257018,2.823653486792474]",1
1,5,1099990.0,16,512.0,"[1099990.0,16.0,512.0]","[1.7296464659844368,1.2730794066257018,1.411826743396237]",0
1,5,1599990.0,16,512.0,"[1599990.0,16.0,512.0]","[2.515856552432694,1.2730794066257018,1.411826743396237]",0
1,5,1099990.0,16,512.0,"[1099990.0,16.0,512.0]","[1.7296464659844368,1.2730794066257018,1.411826743396237]",0
1,5,1799990.0,16,1024.0,"[1799990.0,16.0,1024.0]","[2.830340587011997,1.2730794066257018,2.823653486792474]",1
1,5,1999990.0,16,512.0,"[1999990.0,16.0,512.0]","[3.1448246215912996,1.2730794066257018,1.411826743396237]",1
1,5,899990.0,16,512.0,"[899990.0,16.0,512.0]","[1.4151624314051339,1.2730794066257018,1.411826743396237]",0
1,5,2089990.0,32,512.0,"[2089990.0,32.0,512.0]","[3.286342437151986,2.5461588132514037,1.411826743396237]",1
1,5,1399990.0,16,512.0,"[1399990.0,16.0,512.0]","[2.201372517853391,1.2730794066257018,1.411826743396237]",0
1,5,1099990.0,16,512.0,"[1099990.0,16.0,512.0]","[1.7296464659844368,1.2730794066257018,1.411826743396237]",0
1,5,799990.0,8,512.0,"[799990.0,8.0,512.0]","[1.2579204141154825,0.6365397033128509,1.411826743396237]",0
1,5,1179990.0,16,512.0,"[1179990.0,16.0,512.0]","[1.8554400798161579,1.2730794066257018,1.411826743396237]",0
1,1,914990.0,16,512.0,"[914990.0,16.0,512.0]","[1.4387487339985816,1.2730794066257018,1.411826743396237]",0
0,1,867990.0,8,512.0,"[867990.0,8.0,512.0]","[1.3648449858724454,0.6365397033128509,1.411826743396237]",0
3,1,1161990.0,16,512.0,"[1161990.0,16.0,512.0]","[1.8271365167040208,1.2730794066257018,1.411826743396237]",0
0,1,699990.0,16,1024.0,"[699990.0,16.0,1024.0]","[1.1006783968258311,1.2730794066257018,2.823653486792474]",0
3,1,607990.0,8,512.0,"[607990.0,8.0,512.0]","[0.9560157409193518,0.6365397033128509,1.411826743396237]",0
3,1,756990.0,16,512.0,"[756990.0,16.0,512.0]","[1.1903063466809325,1.2730794066257018,1.411826743396237]",0
1,1,787990.0,16,512.0,"[787990.0,16.0,512.0]","[1.2390513720407244,1.2730794066257018,1.411826743396237]",0
1,1,1045990.0,16,512.0,"[1045990.0,16.0,512.0]","[1.644735776648025,1.2730794066257018,1.411826743396237]",0
1,1,1163990.0,16,512.0,"[1163990.0,16.0,512.0]","[1.8302813570498138,1.2730794066257018,1.411826743396237]",0
3,1,970990.0,16,512.0,"[970990.0,16.0,512.0]","[1.5268042636807866,1.2730794066257018,1.411826743396237]",0
2,1,830990.0,16,512.0,"[830990.0,16.0,512.0]","[1.3066654394752746,1.2730794066257018,1.411826743396237]",0
1,1,663990.0,8,512.0,"[663990.0,8.0,512.0]","[1.0440712706015565,0.6365397033128509,1.411826743396237]",0
1,1,776990.0,16,512.0,"[776990.0,16.0,512.0]","[1.2217547501388628,1.2730794066257018,1.411826743396237]",0
1,1,1380990.0,32,512.0,"[1380990.0,32.0,512.0]","[2.1714965345683575,2.5461588132514037,1.411826743396237]",0
1,1,2255990.0,16,1024.0,"[2255990.0,16.0,1024.0]","[3.5473641858528073,1.2730794066257018,2.823653486792474]",1
0,1,480990.0,8,512.0,"[480990.0,8.0,512.0]","[0.7563183789614945,0.6365397033128509,1.411826743396237]",0
3,1,2284990.0,32,1024.0,"[2284990.0,32.0,1024.0]","[3.5929643708668064,2.5461588132514037,2.823653486792474]",1
0,1,515990.0,8,512.0,"[515990.0,8.0,512.0]","[0.8113530850128724,0.6365397033128509,1.411826743396237]",0
0,1,825990.0,16,512.0,"[825990.0,16.0,512.0]","[1.298803338610792,1.2730794066257018,1.411826743396237]",0
3,1,1502990.0,32,1024.0,"[1502990.0,32.0,1024.0]","[2.363331795661732,2.5461588132514037,2.823653486792474]",1
1,1,921990.0,16,512.0,"[921990.0,16.0,512.0]","[1.4497556752088572,1.2730794066257018,1.411826743396237]",0
1,1,1809990.0,32,1024.0,"[1809990.0,32.0,1024.0]","[2.846064788740962,2.5461588132514037,2.823653486792474]",1
1,1,1260990.0,16,512.0,"[1260990.0,16.0,512.0]","[1.9828061138207758,1.2730794066257018,1.411826743396237]",0
3,1,1800990.0,32,1024.0,"[1800990.0,32.0,1024.0]","[2.8319130071848932,2.5461588132514037,2.823653486792474]",1
2,1,1165990.0,16,512.0,"[1165990.0,16.0,512.0]","[1.8334261973956067,1.2730794066257018,1.411826743396237]",0
2,1,1333990.0,16,1024.0,"[1333990.0,16.0,1024.0]","[2.0975927864422212,1.2730794066257018,2.823653486792474]",1
1,1,1211990.0,16,512.0,"[1211990.0,16.0,512.0]","[1.9057575253488463,1.2730794066257018,1.411826743396237]",0
1,1,1176990.0,16,512.0,"[1176990.0,16.0,512.0]","[1.8507228192974685,1.2730794066257018,1.411826743396237]",0
1,1,2551990.0,16,1024.0,"[2551990.0,16.0,1024.0]","[4.012800557030176,1.2730794066257018,2.823653486792474]",1
0,1,1938990.0,32,512.0,"[1938990.0,32.0,512.0]","[3.0489069910446123,2.5461588132514037,1.411826743396237]",1
0,1,1129990.0,8,512.0,"[1129990.0,8.0,512.0]","[1.7768190711713323,0.6365397033128509,1.411826743396237]",0
0,1,2446990.0,32,512.0,"[2446990.0,32.0,512.0]","[3.8476964388760417,2.5461588132514037,1.411826743396237]",1
2,1,807990.0,16,512.0,"[807990.0,16.0,512.0]","[1.2704997754986547,1.2730794066257018,1.411826743396237]",0
2,1,765990.0,8,512.0,"[765990.0,8.0,512.0]","[1.204458128237001,0.6365397033128509,1.411826743396237]",0
2,1,799990.0,8,512.0,"[799990.0,8.0,512.0]","[1.2579204141154825,0.6365397033128509,1.411826743396237]",0
0,1,649990.0,16,1024.0,"[649990.0,16.0,1024.0]","[1.0220573881810053,1.2730794066257018,2.823653486792474]",0
0,1,369990.0,16,512.0,"[369990.0,16.0,512.0]","[0.5817797397699813,1.2730794066257018,1.411826743396237]",0
0,1,538990.0,16,512.0,"[538990.0,16.0,512.0]","[0.8475187489894923,1.2730794066257018,1.411826743396237]",0
0,1,299990.0,16,256.0,"[299990.0,16.0,256.0]","[0.47171032766722537,1.2730794066257018,0.7059133716981185]",0
2,1,2499990.0,32,1024.0,"[2499990.0,32.0,1024.0]","[3.931034708039557,2.5461588132514037,2.823653486792474]",1
2,1,1307990.0,16,512.0,"[1307990.0,16.0,512.0]","[2.0567098619469117,1.2730794066257018,1.411826743396237]",0
0,1,369990.0,16,512.0,"[369990.0,16.0,512.0]","[0.5817797397699813,1.2730794066257018,1.411826743396237]",0
2,1,799990.0,16,1024.0,"[799990.0,16.0,1024.0]","[1.2579204141154825,1.2730794066257018,2.823653486792474]",0
0,1,278990.0,8,256.0,"[278990.0,8.0,256.0]","[0.43868950403639856,0.6365397033128509,0.7059133716981185]",0
0,1,369990.0,16,512.0,"[369990.0,16.0,512.0]","[0.5817797397699813,1.2730794066257018,1.411826743396237]",0
0,1,383990.0,8,512.0,"[383990.0,8.0,512.0]","[0.6037936221905326,0.6365397033128509,1.411826743396237]",0
3,1,529990.0,16,1024.0,"[529990.0,16.0,1024.0]","[0.8333669674334236,1.2730794066257018,2.823653486792474]",0
0,1,399990.0,16,1024.0,"[399990.0,16.0,1024.0]","[0.6289523449568768,1.2730794066257018,2.823653486792474]",0
0,1,287990.0,8,256.0,"[287990.0,8.0,256.0]","[0.45284128559246717,0.6365397033128509,0.7059133716981185]",0
0,1,369990.0,8,256.0,"[369990.0,8.0,256.0]","[0.5817797397699813,0.6365397033128509,0.7059133716981185]",0
0,1,559990.0,8,256.0,"[559990.0,8.0,256.0]","[0.8805395726203191,0.6365397033128509,0.7059133716981185]",0
0,1,499990.0,16,1024.0,"[499990.0,16.0,1024.0]","[0.7861943622465282,1.2730794066257018,2.823653486792474]",0
0,1,508990.0,16,512.0,"[508990.0,16.0,512.0]","[0.8003461438025968,1.2730794066257018,1.411826743396237]",0
0,1,469990.0,8,512.0,"[469990.0,8.0,512.0]","[0.7390217570596328,0.6365397033128509,1.411826743396237]",0
1,1,329990.0,8,256.0,"[329990.0,8.0,256.0]","[0.5188829328541208,0.6365397033128509,0.7059133716981185]",0
2,1,1554990.0,16,512.0,"[1554990.0,16.0,512.0]","[2.4450976446523507,1.2730794066257018,1.411826743396237]",0
2,1,978990.0,16,512.0,"[978990.0,16.0,512.0]","[1.5393836250639585,1.2730794066257018,1.411826743396237]",0
0,1,515990.0,8,256.0,"[515990.0,8.0,256.0]","[0.8113530850128724,0.6365397033128509,0.7059133716981185]",0
0,1,1364990.0,16,512.0,"[1364990.0,16.0,512.0]","[2.146337811802013,1.2730794066257018,1.411826743396237]",0
1,1,349990.0,8,256.0,"[349990.0,8.0,256.0]","[0.5503313363120511,0.6365397033128509,0.7059133716981185]",0
0,1,1940990.0,16,1024.0,"[1940990.0,16.0,1024.0]","[3.0520518313904055,1.2730794066257018,2.823653486792474]",1
10,1,3617990.0,32,1024.0,"[3617990.0,32.0,1024.0]","[5.68900046133786,2.5461588132514037,2.823653486792474]",1
0,1,1882990.0,16,512.0,"[1882990.0,16.0,512.0]","[2.9608514613624077,1.2730794066257018,1.411826743396237]",0
0,1,979990.0,16,512.0,"[979990.0,16.0,512.0]","[1.5409560452368551,1.2730794066257018,1.411826743396237]",0
10,1,908990.0,8,512.0,"[908990.0,8.0,512.0]","[1.4293142129612026,0.6365397033128509,1.411826743396237]",0
0,1,689990.0,8,256.0,"[689990.0,8.0,256.0]","[1.084954195096866,0.6365397033128509,0.7059133716981185]",0
3,1,1015990.0,8,256.0,"[1015990.0,8.0,256.0]","[1.5975631714611296,0.6365397033128509,0.7059133716981185]",0
1,1,1730990.0,16,512.0,"[1730990.0,16.0,512.0]","[2.7218435950821376,1.2730794066257018,1.411826743396237]",0
0,1,477990.0,8,256.0,"[477990.0,8.0,256.0]","[0.7516011184428049,0.6365397033128509,0.7059133716981185]",0
0,1,1111990.0,8,512.0,"[1111990.0,8.0,512.0]","[1.748515508059195,0.6365397033128509,1.411826743396237]",0
0,1,734990.0,8,256.0,"[734990.0,8.0,256.0]","[1.1557131028772092,0.6365397033128509,0.7059133716981185]",0
3,1,627990.0,8,256.0,"[627990.0,8.0,256.0]","[0.987464144377282,0.6365397033128509,0.7059133716981185]",0
0,1,764990.0,8,256.0,"[764990.0,8.0,256.0]","[1.2028857080641044,0.6365397033128509,0.7059133716981185]",0
0,1,736990.0,8,512.0,"[736990.0,8.0,512.0]","[1.1588579432230022,0.6365397033128509,1.411826743396237]",0
0,1,802990.0,8,512.0,"[802990.0,8.0,512.0]","[1.262637674634172,0.6365397033128509,1.411826743396237]",0
0,1,862990.0,8,256.0,"[862990.0,8.0,256.0]","[1.356982885007963,0.6365397033128509,0.7059133716981185]",0
1,1,875990.0,4,256.0,"[875990.0,4.0,256.0]","[1.3774243472556176,0.31826985165642546,0.7059133716981185]",0
0,1,305990.0,4,500.0,"[305990.0,4.0,500.0]","[0.48114484870460444,0.31826985165642546,1.3787370540978878]",0
3,1,420990.0,8,256.0,"[420990.0,8.0,256.0]","[0.6619731685877036,0.6365397033128509,0.7059133716981185]",0
2,1,364990.0,4,256.0,"[364990.0,4.0,256.0]","[0.5739176389054987,0.31826985165642546,0.7059133716981185]",0
10,1,1092990.0,16,512.0,"[1092990.0,16.0,512.0]","[1.7186395247741613,1.2730794066257018,1.411826743396237]",0
0,1,582990.0,4,1024.0,"[582990.0,4.0,1024.0]","[0.9167052365969389,0.31826985165642546,2.823653486792474]",0
0,1,1377990.0,16,512.0,"[1377990.0,16.0,512.0]","[2.166779274049668,1.2730794066257018,1.411826743396237]",0
3,1,1195990.0,8,256.0,"[1195990.0,8.0,256.0]","[1.8805988025825022,0.6365397033128509,0.7059133716981185]",0
0,1,389990.0,8,256.0,"[389990.0,8.0,256.0]","[0.6132281432279116,0.6365397033128509,0.7059133716981185]",0
0,1,569990.0,16,512.0,"[569990.0,16.0,512.0]","[0.8962637743492843,1.2730794066257018,1.411826743396237]",0
1,1,639990.0,8,512.0,"[639990.0,8.0,512.0]","[1.0063331864520402,0.6365397033128509,1.411826743396237]",0
1,1,1059990.0,16,512.0,"[1059990.0,16.0,512.0]","[1.6667496590685762,1.2730794066257018,1.411826743396237]",0
3,1,1632990.0,32,1024.0,"[1632990.0,32.0,1024.0]","[2.567746418138279,2.5461588132514037,2.823653486792474]",1
3,1,1134990.0,16,512.0,"[1134990.0,16.0,512.0]","[1.7846811720358149,1.2730794066257018,1.411826743396237]",0
0,1,1933990.0,16,512.0,"[1933990.0,16.0,512.0]","[3.04104489018013,1.2730794066257018,1.411826743396237]",1
1,4,932990.0,8,512.0,"[932990.0,8.0,512.0]","[1.467052297110719,0.6365397033128509,1.411826743396237]",0
0,1,509990.0,8,512.0,"[509990.0,8.0,512.0]","[0.8019185639754933,0.6365397033128509,1.411826743396237]",0
2,1,899990.0,32,1024.0,"[899990.0,32.0,1024.0]","[1.4151624314051339,2.5461588132514037,2.823653486792474]",1
2,1,1249990.0,16,512.0,"[1249990.0,16.0,512.0]","[1.965509491918914,1.2730794066257018,1.411826743396237]",0
0,1,799990.0,16,512.0,"[799990.0,16.0,512.0]","[1.2579204141154825,1.2730794066257018,1.411826743396237]",0
0,1,699990.0,8,512.0,"[699990.0,8.0,512.0]","[1.1006783968258311,0.6365397033128509,1.411826743396237]",0
0,1,629990.0,8,512.0,"[629990.0,8.0,512.0]","[0.9906089847230751,0.6365397033128509,1.411826743396237]",0
2,1,769990.0,16,1024.0,"[769990.0,16.0,1024.0]","[1.210747808928587,1.2730794066257018,2.823653486792474]",0
0,1,699990.0,12,512.0,"[699990.0,12.0,512.0]","[1.1006783968258311,0.9548095549692763,1.411826743396237]",0
0,1,589990.0,12,512.0,"[589990.0,12.0,512.0]","[0.9277121778072145,0.9548095549692763,1.411826743396237]",0
0,1,529990.0,16,512.0,"[529990.0,16.0,512.0]","[0.8333669674334236,1.2730794066257018,1.411826743396237]",0
0,1,299990.0,8,256.0,"[299990.0,8.0,256.0]","[0.47171032766722537,0.6365397033128509,0.7059133716981185]",0
2,1,899990.0,8,1024.0,"[899990.0,8.0,1024.0]","[1.4151624314051339,0.6365397033128509,2.823653486792474]",0
0,1,629990.0,16,512.0,"[629990.0,16.0,512.0]","[0.9906089847230751,1.2730794066257018,1.411826743396237]",0
0,1,599990.0,8,512.0,"[599990.0,8.0,512.0]","[0.9434363795361796,0.6365397033128509,1.411826743396237]",0
0,1,559990.0,8,512.0,"[559990.0,8.0,512.0]","[0.8805395726203191,0.6365397033128509,1.411826743396237]",0
2,1,589990.0,16,1024.0,"[589990.0,16.0,1024.0]","[0.9277121778072145,1.2730794066257018,2.823653486792474]",0
2,1,549990.0,16,512.0,"[549990.0,16.0,512.0]","[0.864815370891354,1.2730794066257018,1.411826743396237]",0
10,1,599990.0,8,512.0,"[599990.0,8.0,512.0]","[0.9434363795361796,0.6365397033128509,1.411826743396237]",0
10,1,777990.0,16,512.0,"[777990.0,16.0,512.0]","[1.2233271703117592,1.2730794066257018,1.411826743396237]",0
0,1,548990.0,16,512.0,"[548990.0,16.0,512.0]","[0.8632429507184575,1.2730794066257018,1.411826743396237]",0
0,1,529990.0,16,1024.0,"[529990.0,16.0,1024.0]","[0.8333669674334236,1.2730794066257018,2.823653486792474]",0
0,1,499990.0,16,512.0,"[499990.0,16.0,512.0]","[0.7861943622465282,1.2730794066257018,1.411826743396237]",0
0,1,469990.0,8,512.0,"[469990.0,8.0,512.0]","[0.7390217570596328,0.6365397033128509,1.411826743396237]",0
1,1,2133990.0,16,1024.0,"[2133990.0,16.0,1024.0]","[3.3555289247594327,1.2730794066257018,2.823653486792474]",1
1,1,1672990.0,16,512.0,"[1672990.0,16.0,512.0]","[2.6306432250541394,1.2730794066257018,1.411826743396237]",0
1,1,1595990.0,32,512.0,"[1595990.0,32.0,512.0]","[2.509566871741108,2.5461588132514037,1.411826743396237]",1
1,1,649990.0,16,512.0,"[649990.0,16.0,512.0]","[1.0220573881810053,1.2730794066257018,1.411826743396237]",0
1,1,999990.0,8,512.0,"[999990.0,8.0,512.0]","[1.5724044486947855,0.6365397033128509,1.411826743396237]",0
0,1,529990.0,8,256.0,"[529990.0,8.0,256.0]","[0.8333669674334236,0.6365397033128509,0.7059133716981185]",0
0,1,2299990.0,16,1024.0,"[2299990.0,16.0,1024.0]","[3.616550673460254,1.2730794066257018,2.823653486792474]",1
10,1,1175990.0,16,512.0,"[1175990.0,16.0,512.0]","[1.849150399124572,1.2730794066257018,1.411826743396237]",0
0,1,1268990.0,16,512.0,"[1268990.0,16.0,512.0]","[1.9953854752039477,1.2730794066257018,1.411826743396237]",0
0,1,1620990.0,16,1024.0,"[1620990.0,16.0,1024.0]","[2.548877376063521,1.2730794066257018,2.823653486792474]",1
0,1,1280990.0,8,512.0,"[1280990.0,8.0,512.0]","[2.014254517278706,0.6365397033128509,1.411826743396237]",0
0,1,2895990.0,16,1024.0,"[2895990.0,16.0,1024.0]","[4.553713096506577,1.2730794066257018,2.823653486792474]",1
0,1,2207990.0,16,1024.0,"[2207990.0,16.0,1024.0]","[3.4718880175537747,1.2730794066257018,2.823653486792474]",1
0,1,1983990.0,16,1024.0,"[1983990.0,16.0,1024.0]","[3.1196658988249557,1.2730794066257018,2.823653486792474]",1
0,1,1826990.0,32,1024.0,"[1826990.0,32.0,1024.0]","[2.8727959316802028,2.5461588132514037,2.823653486792474]",1
0,1,2501990.0,16,1024.0,"[2501990.0,16.0,1024.0]","[3.93417954838535,1.2730794066257018,2.823653486792474]",1
0,1,1096990.0,16,512.0,"[1096990.0,16.0,512.0]","[1.7249292054657472,1.2730794066257018,1.411826743396237]",0
0,1,2149990.0,16,1024.0,"[2149990.0,16.0,1024.0]","[3.380687647525777,1.2730794066257018,2.823653486792474]",1
0,1,639990.0,16,512.0,"[639990.0,16.0,512.0]","[1.0063331864520402,1.2730794066257018,1.411826743396237]",0
2,1,752990.0,8,512.0,"[752990.0,8.0,512.0]","[1.1840166659893463,0.6365397033128509,1.411826743396237]",0
2,1,986990.0,16,1024.0,"[986990.0,16.0,1024.0]","[1.5519629864471307,1.2730794066257018,2.823653486792474]",0
2,1,897990.0,16,512.0,"[897990.0,16.0,512.0]","[1.4120175910593409,1.2730794066257018,1.411826743396237]",0
2,1,491990.0,8,256.0,"[491990.0,8.0,256.0]","[0.7736150008633561,0.6365397033128509,0.7059133716981185]",0
0,1,1110990.0,16,512.0,"[1110990.0,16.0,512.0]","[1.7469430878862986,1.2730794066257018,1.411826743396237]",0
0,1,722990.0,16,512.0,"[722990.0,16.0,512.0]","[1.1368440608024508,1.2730794066257018,1.411826743396237]",0
1,1,1332990.0,8,512.0,"[1332990.0,8.0,512.0]","[2.096020366269325,0.6365397033128509,1.411826743396237]",0
1,1,1979990.0,16,1024.0,"[1979990.0,16.0,1024.0]","[3.1133762181333693,1.2730794066257018,2.823653486792474]",1
1,1,1540990.0,16,1024.0,"[1540990.0,16.0,1024.0]","[2.4230837622317996,1.2730794066257018,2.823653486792474]",1
0,1,1796990.0,16,1024.0,"[1796990.0,16.0,1024.0]","[2.8256233264933073,1.2730794066257018,2.823653486792474]",1
1,1,2090990.0,16,512.0,"[2090990.0,16.0,512.0]","[3.2879148573248824,1.2730794066257018,1.411826743396237]",1
1,1,1095990.0,16,512.0,"[1095990.0,16.0,512.0]","[1.7233567852928509,1.2730794066257018,1.411826743396237]",0
1,1,1124990.0,16,1024.0,"[1124990.0,16.0,1024.0]","[1.7689569703068497,1.2730794066257018,2.823653486792474]",1
0,1,1394990.0,16,512.0,"[1394990.0,16.0,512.0]","[2.1935104169889086,1.2730794066257018,1.411826743396237]",0
0,1,1395990.0,32,1024.0,"[1395990.0,32.0,1024.0]","[2.195082837161805,2.5461588132514037,2.823653486792474]",1
0,1,413990.0,8,512.0,"[413990.0,8.0,512.0]","[0.6509662273774279,0.6365397033128509,1.411826743396237]",0
0,1,543990.0,8,512.0,"[543990.0,8.0,512.0]","[0.8553808498539749,0.6365397033128509,1.411826743396237]",0
0,1,433990.0,8,256.0,"[433990.0,8.0,256.0]","[0.6824146308353582,0.6365397033128509,0.7059133716981185]",0
0,1,2945990.0,32,1024.0,"[2945990.0,32.0,1024.0]","[4.632334105151402,2.5461588132514037,2.823653486792474]",1
0,1,586990.0,8,512.0,"[586990.0,8.0,512.0]","[0.922994917288525,0.6365397033128509,1.411826743396237]",0
0,1,1476990.0,16,512.0,"[1476990.0,16.0,512.0]","[2.3224488711664226,1.2730794066257018,1.411826743396237]",0
