identificador,tienda,marca,ram,procesador,almacenamiento,precio_raw,ram_gbs,categoria,id_registro_unico,marca_cat
Notebook ASUS TUF Gaming A15 FA506NCG-HN193W,SoloTodo,Asus,8 GB DDR5 (5600 MHz),AMD Ryzen 7 7445HS (3500 MHz - 4700 MHz),SSD 512 GB,699990.0,8,Gama Alta / Productividad,Asus_Gama Alta / Productividad_Notebook ASUS TUF Gaming A15 FA506NCG-HN193W,2
Notebook Gamer HP OMEN 14-FB0001LA Intel Core Ultra 7 16GB 1TB SSD RTX 4060,SoloTodo,Hp,16GB,Intel Core Ultra 7 155H (3800 MHz - 4800 MHz),1TB,1799990.0,16,Otras Especificaciones,Hp_Otras Especificaciones_Notebook Gamer HP OMEN 14-FB0001LA Intel Core Ultra 7 16GB 1TB SSD RTX 4060,0
"ASUS TUF Gaming A16 FA607NUG-RL146W – Notebook Gamer 16"" con AMD Ryzen 7 y NVIDIA RTX 4050",SoloTodo,Asus,16 GB DDR5 (4800 MHz),Ryzen 7,SSD 512 GB,1039990.0,16,Gama Alta / Productividad,"Asus_Gama Alta / Productividad_ASUS TUF Gaming A16 FA607NUG-RL146W – Notebook Gamer 16"" con AMD Ryzen 7 y NVIDIA RTX 4050",2
Acer Swift Go 14 SFG14-73T-75FA,SoloTodo,Acer,16 GB LPDDR5 (6400 MHz),Intel Core Ultra 7 155H (3800 MHz - 4800 MHz),SSD 1 TB,649000.0,16,Otras Especificaciones,Acer_Otras Especificaciones_Acer Swift Go 14 SFG14-73T-75FA,5
Apple MacBook Neo (Early 2026) - Silver,SoloTodo,Apple,8 GB UMA (0 MHz),Apple A-Series A18 Pro (6-Core CPU / 5-Core GPU) (2424 MHz - 4000 MHz),SSD 512 GB,739328.0,8,Otras Especificaciones,Apple_Otras Especificaciones_Apple MacBook Neo (Early 2026) - Silver,4
ASUS Zenbook 14 UM3406GA-QD065W,SoloTodo,Asus,32 GB DDR5 (5600 MHz),AMD Ryzen AI 7 445 (2000 MHz - 4600 MHz),SSD 1 TB,1393990.0,32,Otras Especificaciones,Asus_Otras Especificaciones_ASUS Zenbook 14 UM3406GA-QD065W,2
Notebook ASUS ProArt P16 H7606WP-ME094W,SoloTodo,Asus,32 GB LPDDR5X (6400 MHz),AMD Ryzen AI 9 HX 370 (2000 MHz - 5100 MHz),SSD 1 TB,2499990.0,32,Otras Especificaciones,Asus_Otras Especificaciones_Notebook ASUS ProArt P16 H7606WP-ME094W,2
"Lenovo IdeaPad Flex 5 14"" (AMD Ryzen 7 5700U) - Notebook 2 en 1",SoloTodo,Lenovo,16 GB LPDDR4X (4266 MHz),Ryzen 7,SSD 512 GB,599990.0,16,Gama Alta / Productividad,"Lenovo_Gama Alta / Productividad_Lenovo IdeaPad Flex 5 14"" (AMD Ryzen 7 5700U) - Notebook 2 en 1",1
"Lenovo V14 G4 IRU (83A000G9CL) – Notebook Profesional de 14"" con Intel Core i7",SoloTodo,Lenovo,16 GB DDR4 (3200 MHz),Intel Core i7,SSD 512 GB,762390.0,16,Gama Alta / Productividad,"Lenovo_Gama Alta / Productividad_Lenovo V14 G4 IRU (83A000G9CL) – Notebook Profesional de 14"" con Intel Core i7",1
Notebook ASUS V16 V3607VU-RP222W,SoloTodo,Asus,16 GB DDR5 (5600 MHz),Intel Core 7 240H (1800 MHz - 5200 MHz),SSD 512 GB,1039990.0,16,Otras Especificaciones,Asus_Otras Especificaciones_Notebook ASUS V16 V3607VU-RP222W,2
"Lenovo Notebook V14 G4 AMN 14"" (Ryzen 3 7320U, 8GB RAM, 256GB SSD, Windows 11 Home)",SoloTodo,Lenovo,8GB,Ryzen 3,256GB,410990.0,8,Gama Entrada / Oficina,"Lenovo_Gama Entrada / Oficina_Lenovo Notebook V14 G4 AMN 14"" (Ryzen 3 7320U, 8GB RAM, 256GB SSD, Windows 11 Home)",1
Dell Pro Notebook 14 PC14250 (Y5C5C / 64 GB RAM / SSD 2 TB),SoloTodo,Dell,64 GB,Intel Core Ultra 5 235U (2000 MHz - 4900 MHz),SSD 2 TB,1545590.0,64,Otras Especificaciones,Dell_Otras Especificaciones_Dell Pro Notebook 14 PC14250 (Y5C5C / 64 GB RAM / SSD 2 TB),3
"ASUS TUF Gaming F15 FX507ZC4-HN056W – Notebook Gamer 15.6"" FHD 144Hz",SoloTodo,Asus,8 GB DDR4 (3200 MHz),Intel Core i5-12500H (1800 MHz - 4500 MHz),SSD 512 GB,999990.0,8,Gama Media / Estándar,"Asus_Gama Media / Estándar_ASUS TUF Gaming F15 FX507ZC4-HN056W – Notebook Gamer 15.6"" FHD 144Hz",2
Lenovo V14 G2 ALC - Notebook con Procesador AMD Ryzen 7 5700U,SoloTodo,Lenovo,16 GB DDR4 (3200 MHz),Ryzen 7,SSD 512 GB,699990.0,16,Gama Alta / Productividad,Lenovo_Gama Alta / Productividad_Lenovo V14 G2 ALC - Notebook con Procesador AMD Ryzen 7 5700U,1
Lenovo ThinkPad X13 Gen 4 (Intel Core i7-1365U / 32 GB / 512 GB SSD),SoloTodo,Lenovo,32 GB,Intel Core i7-1365U,512 GB,1999990.0,32,Gama Alta / Productividad,Lenovo_Gama Alta / Productividad_Lenovo ThinkPad X13 Gen 4 (Intel Core i7-1365U / 32 GB / 512 GB SSD),1
Notebook HP Gamer Victus 15-fa0022la,SoloTodo,Hp,16 GB DDR4 (3200 MHz),Intel Core i5-12450H (1500 MHz - 4400 MHz),SSD 512 GB,763990.0,16,Gama Media / Estándar,Hp_Gama Media / Estándar_Notebook HP Gamer Victus 15-fa0022la,0
"Apple MacBook Pro 14"" (Late 2025) con chip M5, 16 GB RAM, 512 GB SSD - Negro Espacial",SoloTodo,Apple,16 GB,Apple M-Series M5 (10-Core CPU / 10-Core GPU) (3000 MHz - 4600 MHz),512 GB,1754990.0,16,Otras Especificaciones,"Apple_Otras Especificaciones_Apple MacBook Pro 14"" (Late 2025) con chip M5, 16 GB RAM, 512 GB SSD - Negro Espacial",4
"Notebook Dell Latitude 7410 14"" Intel Core i7-10610U",SoloTodo,Dell,16 GB DDR4 (2666 MHz),Intel Core i7-10610U,SSD 512 GB,425000.0,16,Gama Alta / Productividad,"Dell_Gama Alta / Productividad_Notebook Dell Latitude 7410 14"" Intel Core i7-10610U",3
ASUS VivoBook Go 15 OLED E1504FA-NJ695W,SoloTodo,Asus,8 GB LPDDR5 (5500 MHz),AMD Ryzen 5 7520U (2800 MHz - 4300 MHz),SSD 512 GB,499990.0,8,Gama Media / Estándar,Asus_Gama Media / Estándar_ASUS VivoBook Go 15 OLED E1504FA-NJ695W,2
Notebook HP 240 G10 – Potencia y portabilidad para el trabajo diario,SoloTodo,Hp,8 GB DDR4 (3200 MHz),Intel Core i5-1335U (1300 MHz - 4600 MHz),SSD 512 GB,509990.0,8,Gama Media / Estándar,Hp_Gama Media / Estándar_Notebook HP 240 G10 – Potencia y portabilidad para el trabajo diario,0
Lenovo V14 G4 IRU – Notebook potente y portátil para profesionales,SoloTodo,Lenovo,16 GB DDR4 (3200 MHz),Intel Core i7-13620H (2400 MHz - 4900 MHz),SSD 512 GB,599990.0,16,Gama Alta / Productividad,Lenovo_Gama Alta / Productividad_Lenovo V14 G4 IRU – Notebook potente y portátil para profesionales,1
Lenovo ThinkPad T480 (i5-8250U / 8GB / 250GB SSD),SoloTodo,Lenovo,8GB,Intel Core i5-8250U (1600 MHz - 3400 MHz),250GB,270000.0,8,Gama Media / Estándar,Lenovo_Gama Media / Estándar_Lenovo ThinkPad T480 (i5-8250U / 8GB / 250GB SSD),1
Samsung Galaxy Book4 Pro - Gray (NP940XGK-KG1CL),SoloTodo,Samsung,16 GB LPDDR5X (4800 MHz),Intel Core Ultra 7 155H (3800 MHz - 4800 MHz),SSD 512 GB,1099990.0,16,Otras Especificaciones,Samsung_Otras Especificaciones_Samsung Galaxy Book4 Pro - Gray (NP940XGK-KG1CL),12
Lenovo ThinkPad P1 Gen 7 Ultra,SoloTodo,Lenovo,32 GB LPDDR5X (7500 MHz),Intel Core Ultra 9 185H (3900 MHz - 5100 MHz),SSD 1 TB,3634990.0,32,Otras Especificaciones,Lenovo_Otras Especificaciones_Lenovo ThinkPad P1 Gen 7 Ultra,1
Lenovo ThinkPad P16s Gen 3,SoloTodo,Lenovo,32 GB DDR5 (5600 MHz),Intel Core Ultra 7 155H (3800 MHz - 4800 MHz),SSD 1 TB,1912271.0,32,Otras Especificaciones,Lenovo_Otras Especificaciones_Lenovo ThinkPad P16s Gen 3,1
"Apple MacBook Pro 14"" (2024) con chip M4 Pro, 24GB RAM, 512GB SSD - Silver",SoloTodo,Apple,24GB,Apple M-Series M4 Pro (12-Core CPU / 16-Core GPU) (2600 MHz - 4500 MHz),512GB,2349990.0,24,Otras Especificaciones,"Apple_Otras Especificaciones_Apple MacBook Pro 14"" (2024) con chip M4 Pro, 24GB RAM, 512GB SSD - Silver",4
"HP 255RG10 R77735U - Notebook de 15.6"" con AMD Ryzen 7",SoloTodo,Hp,16 GB DDR5 (4800 MHz),Ryzen 7,SSD 512 GB,687782.0,16,Gama Alta / Productividad,"Hp_Gama Alta / Productividad_HP 255RG10 R77735U - Notebook de 15.6"" con AMD Ryzen 7",0
"Lenovo LOQ Gen 10 (15"" Intel) GeForce RTX™ 5060",SoloTodo,Lenovo,16 GB DDR5 (4800 MHz),Intel Core i5-13450HX (1800 MHz - 4600 MHz),SSD 512 GB,1399993.0,16,Gama Media / Estándar,"Lenovo_Gama Media / Estándar_Lenovo LOQ Gen 10 (15"" Intel) GeForce RTX™ 5060",1
Notebook ASUS VivoBook 16X M3604YA-MB108W,SoloTodo,Asus,16 GB DDR4 (3200 MHz),AMD Ryzen 7 7730U (2000 MHz - 4500 MHz),SSD 512 GB,799990.0,16,Gama Alta / Productividad,Asus_Gama Alta / Productividad_Notebook ASUS VivoBook 16X M3604YA-MB108W,2
Notebook 2 en 1 HP Pavilion x360 14-ek1011la,SoloTodo,Hp,8 GB DDR4 (3200 MHz),Intel Core i5-1335U (1300 MHz - 4600 MHz),SSD 512 GB,659990.0,8,Gama Media / Estándar,Hp_Gama Media / Estándar_Notebook 2 en 1 HP Pavilion x360 14-ek1011la,0
Notebook Acer Predator Helios Neo 16 PHN16-73-965Y-1,SoloTodo,Acer,32 GB DDR5 (6400 MHz),Intel Core Ultra 9 275HX (2100 MHz - 5400 MHz),SSD 1 TB,2299990.0,32,Otras Especificaciones,Acer_Otras Especificaciones_Notebook Acer Predator Helios Neo 16 PHN16-73-965Y-1,5
"Lenovo Legion Pro 5 Gen 10 - Notebook Gamer Intel Core i9, 32GB RAM, 1TB SSD, RTX 5070 8GB, 16"" WQXGA 240Hz",SoloTodo,Lenovo,32GB,Intel Core i9,1TB,1818900.0,32,Entusiasta / Ultra Alta Gama,"Lenovo_Entusiasta / Ultra Alta Gama_Lenovo Legion Pro 5 Gen 10 - Notebook Gamer Intel Core i9, 32GB RAM, 1TB SSD, RTX 5070 8GB, 16"" WQXGA 240Hz",1
MSI Vector A16 HX A8WHG-004US,SoloTodo,Msi,16 GB DDR5 (5200 MHz),AMD Ryzen 9 8940HX (2400 MHz - 5300 MHz),SSD 1 TB,1799990.0,16,Entusiasta / Ultra Alta Gama,Msi_Entusiasta / Ultra Alta Gama_MSI Vector A16 HX A8WHG-004US,8
ASUS TUF Gaming A15 FA506NCQ-HN020W,SoloTodo,Asus,8 GB DDR5 (4800 MHz),AMD Ryzen 7 170 (3200 MHz - 4750 MHz),SSD 512 GB,799990.0,8,Gama Alta / Productividad,Asus_Gama Alta / Productividad_ASUS TUF Gaming A15 FA506NCQ-HN020W,2
Lenovo V14 G5 IRL – Notebook con procesador Intel Core i5 de 13ª generación,SoloTodo,Lenovo,8 GB DDR5 (5200 MHz),Intel Core i5,SSD 256 GB,429990.0,8,Gama Media / Estándar,Lenovo_Gama Media / Estándar_Lenovo V14 G5 IRL – Notebook con procesador Intel Core i5 de 13ª generación,1
ASUS VivoBook 15 X1502VA-NJ800W,SoloTodo,Asus,16 GB DDR4 (3200 MHz),Intel Core i7-13620H (2400 MHz - 4900 MHz),SSD 512 GB,709990.0,16,Gama Alta / Productividad,Asus_Gama Alta / Productividad_ASUS VivoBook 15 X1502VA-NJ800W,2
"Apple MacBook Air 13"" (Early 2025) con chip M4, 16 GB RAM, 512 GB SSD – Color Medianoche",SoloTodo,Apple,16 GB,Apple M-Series M4 (10-Core CPU / 10-Core GPU) (2900 MHz - 4400 MHz),512 GB,1129990.0,16,Otras Especificaciones,"Apple_Otras Especificaciones_Apple MacBook Air 13"" (Early 2025) con chip M4, 16 GB RAM, 512 GB SSD – Color Medianoche",4
"Notebook ASUS ExpertBook B9 OLED 14"" (B9403CVA-KM0150X)",SoloTodo,Asus,32 GB LPDDR5X (4266 MHz),Intel Core i7-1355U (1700 MHz - 5000 MHz),SSD 1 TB,1869990.0,32,Gama Alta / Productividad,"Asus_Gama Alta / Productividad_Notebook ASUS ExpertBook B9 OLED 14"" (B9403CVA-KM0150X)",2
MSI Summit A16 AI+ A3HMTG-014US,SoloTodo,Msi,32 GB LPDDR5X (7500 MHz),AMD Ryzen AI 9 365 (2000 MHz - 5000 MHz),SSD 1 TB,1390000.0,32,Otras Especificaciones,Msi_Otras Especificaciones_MSI Summit A16 AI+ A3HMTG-014US,8
"Lenovo V14 ADA - Notebook 14"" con Procesador AMD Athlon 3020e",SoloTodo,Lenovo,4 GB DDR4 (2400 MHz),AMD Athlon 3020e (1200 MHz - 2600 MHz),HDD 500 GB (5400rpm),199990.0,4,Gama Entrada / Oficina,"Lenovo_Gama Entrada / Oficina_Lenovo V14 ADA - Notebook 14"" con Procesador AMD Athlon 3020e",1
Lenovo ThinkPad T490 (20N3SF0T00 / 500 GB SSD),SoloTodo,Lenovo,8 GB DDR4 (2400 MHz),Intel Core i5-8365U (1600 MHz - 4100 MHz),500 GB,329990.0,8,Gama Media / Estándar,Lenovo_Gama Media / Estándar_Lenovo ThinkPad T490 (20N3SF0T00 / 500 GB SSD),1
ASUS ZenBook 14 OLED UX3405CA-PZ414W,SoloTodo,Asus,16 GB LPDDR5X (4800 MHz),Intel Core Ultra 7 255H (4400 MHz - 5100 MHz),SSD 1 TB,1379990.0,16,Otras Especificaciones,Asus_Otras Especificaciones_ASUS ZenBook 14 OLED UX3405CA-PZ414W,2
Notebook HP Pavilion x360 14-ek0009la: Versatilidad y rendimiento en un diseño 2 en 1,SoloTodo,Hp,8 GB DDR4 (3200 MHz),Intel Core i5-1235U (900 MHz - 4400 MHz),SSD 512 GB,599990.0,8,Gama Media / Estándar,Hp_Gama Media / Estándar_Notebook HP Pavilion x360 14-ek0009la: Versatilidad y rendimiento en un diseño 2 en 1,0
ASUS Zenbook 14 UM3406GA-QL085W,SoloTodo,Asus,16 GB DDR5 (5600 MHz),AMD Ryzen AI 5 340 (2000 MHz - 4800 MHz),SSD 512 GB,1129990.0,16,Otras Especificaciones,Asus_Otras Especificaciones_ASUS Zenbook 14 UM3406GA-QL085W,2
Notebook Acer Predator Helios Neo 16 PHN16-73-965Y-1,SoloTodo,Acer,32 GB DDR5 (6400 MHz),Intel Core Ultra 9 275HX (2100 MHz - 5400 MHz),SSD 1 TB,2299990.0,32,Otras Especificaciones,Acer_Otras Especificaciones_Notebook Acer Predator Helios Neo 16 PHN16-73-965Y-1,5
HP Omen Gaming 16-AM0065NR Edición League of Legends,SoloTodo,Hp,32 GB DDR5 (5600 MHz),Intel Core i7-14650HX (1600 MHz - 5200 MHz),SSD 1 TB,1849000.0,32,Gama Alta / Productividad,Hp_Gama Alta / Productividad_HP Omen Gaming 16-AM0065NR Edición League of Legends,0
Notebook Dell Pro 16 PC16250 (DVRC5) – Rendimiento profesional y productividad avanzada,SoloTodo,Dell,16 GB DDR5 (5200 MHz),Intel Core Ultra 5 235U (2000 MHz - 4900 MHz),SSD 512 GB,1095386.0,16,Otras Especificaciones,Dell_Otras Especificaciones_Notebook Dell Pro 16 PC16250 (DVRC5) – Rendimiento profesional y productividad avanzada,3
"HP ProBook 445 G10 (A1NF8LA) – Notebook Profesional de 14""",SoloTodo,Hp,16 GB DDR4 (3200 MHz),AMD Ryzen 5 7530U (2000 MHz - 4500 MHz),SSD 1 TB,789990.0,16,Gama Media / Estándar,"Hp_Gama Media / Estándar_HP ProBook 445 G10 (A1NF8LA) – Notebook Profesional de 14""",0
"Apple MacBook Air 13"" (Early 2026) con chip M5, 16 GB RAM y 512 GB SSD - Midnight",SoloTodo,Apple,16 GB,Apple M-Series M5 (10-Core CPU / 8-Core GPU) (3000 MHz - 4600 MHz),512 GB,1249990.0,16,Otras Especificaciones,"Apple_Otras Especificaciones_Apple MacBook Air 13"" (Early 2026) con chip M5, 16 GB RAM y 512 GB SSD - Midnight",4
Notebook HP ProBook 440 G11 – Potencia y Portabilidad para Profesionales,SoloTodo,Hp,16 GB DDR5 (5600 MHz),Intel Core Ultra 7 155U (3800 MHz - 4800 MHz),SSD 512 GB,1078990.0,16,Otras Especificaciones,Hp_Otras Especificaciones_Notebook HP ProBook 440 G11 – Potencia y Portabilidad para Profesionales,0
ASUS Vivobook Go 15 E1504FA-BQ4672W,SoloTodo,Asus,16 GB LPDDR5 (3200 MHz),AMD Ryzen 5 40 (2800 MHz - 4300 MHz),SSD 512 GB,619990.0,16,Gama Media / Estándar,Asus_Gama Media / Estándar_ASUS Vivobook Go 15 E1504FA-BQ4672W,2
HP ProBook 445 G10 – Notebook Profesional con Procesador AMD Ryzen 5,SoloTodo,Hp,16 GB DDR4 (3200 MHz),Ryzen 5,SSD 512 GB,719990.0,16,Gama Media / Estándar,Hp_Gama Media / Estándar_HP ProBook 445 G10 – Notebook Profesional con Procesador AMD Ryzen 5,0
"Lenovo ThinkPad L14 Gen 6 (Intel Core Ultra 7 255U) - Notebook Profesional 14""",SoloTodo,Lenovo,16 GB DDR5 (5600 MHz),Intel Core Ultra 7 255U (2000 MHz - 5200 MHz),SSD 512 GB,1299992.0,16,Otras Especificaciones,"Lenovo_Otras Especificaciones_Lenovo ThinkPad L14 Gen 6 (Intel Core Ultra 7 255U) - Notebook Profesional 14""",1
HP ProBook 440 G11 (A24Z2LT / SSD 1 TB),SoloTodo,Hp,16 GB DDR5 (5600 MHz),Intel Core Ultra 5 125U (1300 MHz - 4300 MHz),SSD 1 TB,927350.0,16,Otras Especificaciones,Hp_Otras Especificaciones_HP ProBook 440 G11 (A24Z2LT / SSD 1 TB),0
Notebook HP Victus 15-FB3007LA,SoloTodo,Hp,16 GB DDR5 (5600 MHz),AMD Ryzen 7 8845HS (3800 MHz - 5100 MHz),SSD 1 TB,1029990.0,16,Gama Alta / Productividad,Hp_Gama Alta / Productividad_Notebook HP Victus 15-FB3007LA,0
"HP EliteBook 640 G9 – Notebook Profesional de 14"" Full HD",SoloTodo,Hp,16 GB DDR4 (3200 MHz),Intel Core i7-1255U (1200 MHz - 4700 MHz),SSD 512 GB,999990.0,16,Gama Alta / Productividad,"Hp_Gama Alta / Productividad_HP EliteBook 640 G9 – Notebook Profesional de 14"" Full HD",0
Notebook HP ProBook 440 G11 Intel Core Ultra 5 125U,SoloTodo,Hp,16 GB DDR5 (5600 MHz),Intel Core Ultra 5 125U (1300 MHz - 4300 MHz),SSD 512 GB,699995.0,16,Otras Especificaciones,Hp_Otras Especificaciones_Notebook HP ProBook 440 G11 Intel Core Ultra 5 125U,0
Lenovo ThinkPad P14s Gen 6 (21QU0009CL) – Workstation Móvil Profesional,SoloTodo,Lenovo,16 GB DDR5 (5600 MHz),Intel Core Ultra 7 255H (4400 MHz - 5100 MHz),SSD 1 TB,1811235.0,16,Otras Especificaciones,Lenovo_Otras Especificaciones_Lenovo ThinkPad P14s Gen 6 (21QU0009CL) – Workstation Móvil Profesional,1
"ASUS Vivobook 15 X1504VA-BQ4350W – Notebook Intel Core 7, 16GB RAM, 512GB SSD, 15.6"" FHD",SoloTodo,Asus,16GB,Intel Core 7 150U (1800 MHz - 5400 MHz),512GB,689990.0,16,Otras Especificaciones,"Asus_Otras Especificaciones_ASUS Vivobook 15 X1504VA-BQ4350W – Notebook Intel Core 7, 16GB RAM, 512GB SSD, 15.6"" FHD",2
ASUS Zenbook 14 OLED UX3405CA-PZ440W,SoloTodo,Asus,32 GB LPDDR5X (4800 MHz),Intel Core Ultra 9 285H (4500 MHz - 5400 MHz),SSD 1 TB,1549990.0,32,Otras Especificaciones,Asus_Otras Especificaciones_ASUS Zenbook 14 OLED UX3405CA-PZ440W,2
Notebook Gamer Lenovo LOQ 15IRX9 (Modelo 83DV016GCL) – Potencia y Rendimiento para Gaming y Creación,SoloTodo,Lenovo,24 GB DDR5 (4800 MHz),Intel Core i7-13650HX (3600 MHz - 4900 MHz),SSD 512 GB,979990.0,24,Gama Alta / Productividad,Lenovo_Gama Alta / Productividad_Notebook Gamer Lenovo LOQ 15IRX9 (Modelo 83DV016GCL) – Potencia y Rendimiento para Gaming y Creación,1
"Apple MacBook Air 15"" (Early 2026) con chip M5, 16 GB RAM, 512 GB SSD - Midnight",SoloTodo,Apple,16 GB,Apple M-Series M5 (10-Core CPU / 10-Core GPU) (3000 MHz - 4600 MHz),512 GB,1382990.0,16,Otras Especificaciones,"Apple_Otras Especificaciones_Apple MacBook Air 15"" (Early 2026) con chip M5, 16 GB RAM, 512 GB SSD - Midnight",4
"Apple MacBook Neo 13"" (Early 2026) - Chip A18 Pro, 8GB RAM, 256GB SSD, Índigo",SoloTodo,Apple,8GB,Apple A-Series A18 Pro (6-Core CPU / 5-Core GPU) (2424 MHz - 4000 MHz),256GB,649990.0,8,Otras Especificaciones,"Apple_Otras Especificaciones_Apple MacBook Neo 13"" (Early 2026) - Chip A18 Pro, 8GB RAM, 256GB SSD, Índigo",4
Notebook Gamer HP Victus 15-fb2019la,SoloTodo,Hp,16 GB DDR5 (5600 MHz),AMD Ryzen 7 8845HS (3800 MHz - 5100 MHz),SSD 1 TB,999990.0,16,Gama Alta / Productividad,Hp_Gama Alta / Productividad_Notebook Gamer HP Victus 15-fb2019la,0
Lenovo Yoga 7 2-in-1 14AKP10 – Notebook Convertible con AMD Ryzen AI 7 350,SoloTodo,Lenovo,32 GB LPDDR5X (7500 MHz),AMD Ryzen AI 7 350 (2000 MHz - 5000 MHz),SSD 1 TB,1150468.0,32,Otras Especificaciones,Lenovo_Otras Especificaciones_Lenovo Yoga 7 2-in-1 14AKP10 – Notebook Convertible con AMD Ryzen AI 7 350,1
"Lenovo ThinkBook 14 Gen 8 – Intel Core i5-210H, 16GB RAM, 512GB SSD, Windows 11 Pro",SoloTodo,Lenovo,16GB,Intel Core i5-210H,512GB,779900.0,16,Gama Media / Estándar,"Lenovo_Gama Media / Estándar_Lenovo ThinkBook 14 Gen 8 – Intel Core i5-210H, 16GB RAM, 512GB SSD, Windows 11 Pro",1
"Notebook Lenovo V14 G5 IRL 14"" FHD Intel Core i5-13420H, 8GB DDR5, 512GB SSD, Windows 11 Pro",SoloTodo,Lenovo,8GB,Intel Core i5-13420H,512GB,619900.0,8,Gama Media / Estándar,"Lenovo_Gama Media / Estándar_Notebook Lenovo V14 G5 IRL 14"" FHD Intel Core i5-13420H, 8GB DDR5, 512GB SSD, Windows 11 Pro",1
Lenovo ThinkPad T14s Gen 6 (Intel) – Notebook Profesional Ultraligero con IA Integrada,SoloTodo,Lenovo,32 GB LPDDR5X (7467 MHz),Intel Core Ultra 7 255U (2000 MHz - 5200 MHz),SSD 1 TB,1694900.0,32,Otras Especificaciones,Lenovo_Otras Especificaciones_Lenovo ThinkPad T14s Gen 6 (Intel) – Notebook Profesional Ultraligero con IA Integrada,1
ASUS ZenBook A14 Copilot+ PC UX3407QA-QD291W,SoloTodo,Asus,32 GB LPDDR5X (8448 MHz),Qualcomm Snapdragon X X1-26-100 (2980 MHz),SSD 1 TB,1349990.0,32,Otras Especificaciones,Asus_Otras Especificaciones_ASUS ZenBook A14 Copilot+ PC UX3407QA-QD291W,2
Lenovo ThinkPad T14 Gen 2 (Modelo 20W1SGM600),SoloTodo,Lenovo,8 GB DDR4 (3200 MHz),Intel Core i5-1135G7 (2400 MHz - 4200 MHz),SSD 512 GB,489990.0,8,Gama Media / Estándar,Lenovo_Gama Media / Estándar_Lenovo ThinkPad T14 Gen 2 (Modelo 20W1SGM600),1
Notebook HP Pavilion Plus 14-ew1000la,SoloTodo,Hp,16 GB LPDDR5X (6400 MHz),Intel Core Ultra 5 125H (3600 MHz - 4500 MHz),SSD 512 GB,1019990.0,16,Otras Especificaciones,Hp_Otras Especificaciones_Notebook HP Pavilion Plus 14-ew1000la,0
Notebook Asus ExpertBook P1403CVA-S60607X,SoloTodo,Asus,8 GB DDR5 (4800 MHz),Intel Core i5-13420H (1500 MHz - 4600 MHz),SSD 512 GB,566656.0,8,Gama Media / Estándar,Asus_Gama Media / Estándar_Notebook Asus ExpertBook P1403CVA-S60607X,2
Notebook HP 250 G10 (Modelo AJ1Y8LT),SoloTodo,Hp,16 GB DDR4 (3200 MHz),Intel Core i7-1355U (1700 MHz - 5000 MHz),SSD 512 GB,623200.0,16,Gama Alta / Productividad,Hp_Gama Alta / Productividad_Notebook HP 250 G10 (Modelo AJ1Y8LT),0
"Lenovo IdeaPad 3 14IIL05 (12 GB RAM, 256 GB SSD)",SoloTodo,Lenovo,12 GB,Intel Core i3-1005G1 (1200 MHz - 3400 MHz),256 GB,319990.0,12,Gama Entrada / Oficina,"Lenovo_Gama Entrada / Oficina_Lenovo IdeaPad 3 14IIL05 (12 GB RAM, 256 GB SSD)",1
Dell Pro Notebook 14 PC14250 (Y5C5C / SSD 1 TB),SoloTodo,Dell,16 GB DDR5 (5600 MHz),Intel Core Ultra 5 235U (2000 MHz - 4900 MHz),SSD 1 TB,1014290.0,16,Otras Especificaciones,Dell_Otras Especificaciones_Dell Pro Notebook 14 PC14250 (Y5C5C / SSD 1 TB),3
Lenovo IdeaPad 3 14IIL05 (81WD003DCL),SoloTodo,Lenovo,8 GB DDR4 (2666 MHz),Intel Core i5-1035G4 (1100 MHz - 3700 MHz),SSD 256 GB,449990.0,8,Gama Media / Estándar,Lenovo_Gama Media / Estándar_Lenovo IdeaPad 3 14IIL05 (81WD003DCL),1
"Lenovo ThinkPad E14 Gen 6 (14”, Intel)",SoloTodo,Lenovo,16 GB DDR5 (5600 MHz),Intel Core Ultra 7 155U (3800 MHz - 4800 MHz),SSD 512 GB,1123990.0,16,Otras Especificaciones,"Lenovo_Otras Especificaciones_Lenovo ThinkPad E14 Gen 6 (14”, Intel)",1
Notebook Gamer HP Omen 16-C0507LA,SoloTodo,Hp,16 GB DDR4 (3200 MHz),AMD Ryzen 7 5800H (3200 MHz - 4400 MHz),SSD 1 TB,1429757.0,16,Gama Alta / Productividad,Hp_Gama Alta / Productividad_Notebook Gamer HP Omen 16-C0507LA,0
"Notebook Lenovo LOQ 15IAX9 (Intel Core i5-12450HX, RTX 4050)",SoloTodo,Lenovo,24 GB DDR5 (4800 MHz),Intel Core i5-12450HX,SSD 512 GB,1014990.0,24,Gama Media / Estándar,"Lenovo_Gama Media / Estándar_Notebook Lenovo LOQ 15IAX9 (Intel Core i5-12450HX, RTX 4050)",1
Notebook Gamer Lenovo LOQ 15IRX9 (83DV00P6CL),SoloTodo,Lenovo,24 GB DDR5 (4800 MHz),Intel Core i7-13650HX (3600 MHz - 4900 MHz),SSD 512 GB,1649990.0,24,Gama Alta / Productividad,Lenovo_Gama Alta / Productividad_Notebook Gamer Lenovo LOQ 15IRX9 (83DV00P6CL),1
